name,category,ingredients,ingredients_str,label,no_numbers_units,processed_ingredients
Matar Paneer,Vegetarian,"['1 tbls Sunflower Oil', '225g Paneer', '2 Ginger', '1 tsp Cumin', '1 tsp Turmeric', '1 tsp Coriander', '1 Green Chilli', '4 large Tomato', '150g Peas', '1 tsp Garam Masala', 'Small bunch Coriander', 'to serve Naan Bread']",1 tbls Sunflower Oil | 225g Paneer | 2 Ginger | 1 tsp Cumin | 1 tsp Turmeric | 1 tsp Coriander | 1 Green Chilli | 4 large Tomato | 150g Peas | 1 tsp Garam Masala | Small bunch Coriander | to serve Naan Bread,Non-Meat, tbls sunflower oil |  paneer |  ginger |  cumin |  turmeric |  coriander |  green chilli |  large tomato |  peas |  garam masala | small bunch coriander | to serve naan bread,tbl sunflow oil paneer ginger cumin turmer coriand green chilli larg tomato pea garam masala small bunch coriand serv naan bread
Moroccan Carrot Soup,Vegetarian,"['6 chopped Carrots', '1 sliced Onion', '4 Garlic Clove', '1 tsp Cumin', '1/2 tsp Coriander', '1 tbs Olive Oil', '1/4 tsp Garam Masala', '1 tsp Lemon Juice']",6 chopped Carrots | 1 sliced Onion | 4 Garlic Clove | 1 tsp Cumin | 1/2 tsp Coriander | 1 tbs Olive Oil | 1/4 tsp Garam Masala | 1 tsp Lemon Juice,Non-Meat, carrots |  sliced onion |  garlic clove |  cumin |  coriander |  olive oil |  garam masala |  lemon juice,carrot slice onion garlic clove cumin coriand oliv oil garam masala lemon juic
Mushroom & Chestnut Rotolo,Vegetarian,"['30g Mushrooms', '240g Chestnuts', '3 Challots', '3 cloves Garlic', '3 sprigs Rosemary', '500g Wild Mushrooms', '2 tblsp Soy Sauce', '125ml White Wine', '350g Lasagne Sheets', '4 tbsp Breadcrumbs', '1/2 handful Sage', 'to serve Truffle Oil']",30g Mushrooms | 240g Chestnuts | 3 Challots | 3 cloves Garlic | 3 sprigs Rosemary | 500g Wild Mushrooms | 2 tblsp Soy Sauce | 125ml White Wine | 350g Lasagne Sheets | 4 tbsp Breadcrumbs | 1/2 handful Sage | to serve Truffle Oil,Non-Meat, mushrooms |  chestnuts |  challots |  cloves garlic |  sprigs rosemary |  wild mushrooms |  soy sauce |  white wine |  lasagne sheets |  breadcrumbs |  sage | to serve truffle oil,mushroom chestnut challot clove garlic sprig rosemari wild mushroom soy sauc white wine lasagn sheet breadcrumb sage serv truffl oil
Potato Salad (Olivier Salad),Vegetarian,"['4 Potatoes', '3 Carrots', '1 tbs Salt', '1/2 tbs White Wine Vinegar', '4 Eggs', '7 oz Sausages', '4 oz Dill', '1 can Peas', '4 Onions', '1 cup Mayonnaise']",4 Potatoes | 3 Carrots | 1 tbs Salt | 1/2 tbs White Wine Vinegar | 4 Eggs | 7 oz Sausages | 4 oz Dill | 1 can Peas | 4 Onions | 1 cup Mayonnaise,Non-Meat, potatoes |  carrots |  salt |  white wine vinegar |  eggs |  sausages |  dill |  can peas |  onions |  mayonnaise,potato carrot salt white wine vinegar egg sausag dill pea onion mayonnais
Provençal Omelette Cake,Vegetarian,"['10 Eggs', '1 tbs Olive Oil', '2 finely chopped Courgettes', '3 finely chopped Spring Onions', '4 Red Pepper', '1 clove peeled crushed Garlic Clove', '1 Red Chilli', '300g Cream Cheese', '6 tblsp Milk', '4 tbs Chives', '2 tbs Basil', 'to serve Rocket', 'to serve Parmesan']",10 Eggs | 1 tbs Olive Oil | 2 finely chopped Courgettes | 3 finely chopped Spring Onions | 4 Red Pepper | 1 clove peeled crushed Garlic Clove | 1 Red Chilli | 300g Cream Cheese | 6 tblsp Milk | 4 tbs Chives | 2 tbs Basil | to serve Rocket | to serve Parmesan,Non-Meat, eggs |  olive oil |  finely chopped courgettes |  finely chopped spring onions |  red pepper |  clove peeled crushed garlic clove |  red chilli |  cream cheese |  milk |  chives |  basil | to serve rocket | to serve parmesan,egg oliv oil fine chop courgett fine chop spring onion red pepper clove peel crush garlic clove red chilli cream chees milk chive basil serv rocket serv parmesan
Ratatouille,Vegetarian,"['2 large Aubergine', '4 Courgettes', '2 Yellow Pepper', '4 large Tomato', '5 tbs Olive Oil', 'Bunch Basil', '1 medium Onion', '3 finely chopped Garlic Clove', '1 tsp Red Wine Vinegar', '1 tsp Sugar']",2 large Aubergine | 4 Courgettes | 2 Yellow Pepper | 4 large Tomato | 5 tbs Olive Oil | Bunch Basil | 1 medium Onion | 3 finely chopped Garlic Clove | 1 tsp Red Wine Vinegar | 1 tsp Sugar,Non-Meat, large aubergine |  courgettes |  yellow pepper |  large tomato |  olive oil | bunch basil |  medium onion |  finely chopped garlic clove |  red wine vinegar |  sugar,larg aubergin courgett yellow pepper larg tomato oliv oil bunch basil medium onion fine chop garlic clove red wine vinegar sugar
Ribollita,Vegetarian,"['5 tablespoons Olive Oil', '1 chopped Onion', '1 chopped Carrot', '1 stalk chopped Celery', '1 tablespoon minced Garlic', '2 cups Cannellini Beans', '1 Canned tomatoes', '4 cups Water', '1 fresh sprig Rosemary', '1 fresh sprig Thyme', '1 pound chopped Kale', '4 thick slices Wholegrain Bread', '1 thinly sliced Red Onion', '½ cup freshly grated Parmesan']",5 tablespoons Olive Oil | 1 chopped Onion | 1 chopped Carrot | 1 stalk chopped Celery | 1 tablespoon minced Garlic | 2 cups Cannellini Beans | 1 Canned tomatoes | 4 cups Water | 1 fresh sprig Rosemary | 1 fresh sprig Thyme | 1 pound chopped Kale | 4 thick slices Wholegrain Bread | 1 thinly sliced Red Onion | ½ cup freshly grated Parmesan,Non-Meat, olive oil |  onion |  carrot |  stalk chopped celery |  minced garlic |  cannellini beans |  canned tomatoes |  water |  fresh sprig rosemary |  fresh sprig thyme |  chopped kale |  thick slices wholegrain bread |  thinly sliced red onion |  freshly grated parmesan,oliv oil onion carrot stalk chop celeri minc garlic cannellini bean can tomato water fresh sprig rosemari fresh sprig thyme chop kale thick slice wholegrain bread thinli slice red onion freshli grate parmesan
"Roasted Eggplant With Tahini, Pine Nuts, and Lentils",Vegetarian,"['2 tablespoons Olive Oil', '2 small cut into chunks Carrots', '2 small stalks Celery', '1 medium finely diced Onion', '6 medium cloves sliced Garlic', '12 ounces (340g) Brown Lentils', '2 Bay Leaves', '4 cups Water', 'Pinch Salt', '2 teaspoons (10ml) Apple Cider Vinegar', 'Pinch Pepper', '2 large Egg Plants', '4 sprigs Rosemary', '1/4 cup Pine nuts', '2 tablespoons Parsley']",2 tablespoons Olive Oil | 2 small cut into chunks Carrots | 2 small stalks Celery | 1 medium finely diced Onion | 6 medium cloves sliced Garlic | 12 ounces (340g) Brown Lentils | 2 Bay Leaves | 4 cups Water | Pinch Salt | 2 teaspoons (10ml) Apple Cider Vinegar | Pinch Pepper | 2 large Egg Plants | 4 sprigs Rosemary | 1/4 cup Pine nuts | 2 tablespoons Parsley,Non-Meat, olive oil |  small cut into chunks carrots |  small stalks celery |  medium finely diced onion |  medium cloves sliced garlic |  () brown lentils |  bay leaves |  water | pinch salt |  () apple cider vinegar | pinch pepper |  large egg plants |  sprigs rosemary |  pine nuts |  parsley,oliv oil small cut chunk carrot small stalk celeri medium fine dice onion medium clove slice garlic brown lentil bay leav water pinch salt appl cider vinegar pinch pepper larg egg plant sprig rosemari pine nut parsley
Shakshuka,Vegetarian,"['1 tbs Olive Oil', '2 chopped Red Onions', '1 finely chopped Red Chilli', '1 clove Garlic', 'Chopped Coriander', '800g Cherry Tomatoes', '1 tbs Caster Sugar', '4 Eggs', 'Spinkling Feta']",1 tbs Olive Oil | 2 chopped Red Onions | 1 finely chopped Red Chilli | 1 clove Garlic | Chopped Coriander | 800g Cherry Tomatoes | 1 tbs Caster Sugar | 4 Eggs | Spinkling Feta,Non-Meat, olive oil |  red onions |  finely chopped red chilli |  clove garlic | chopped coriander |  cherry tomatoes |  caster sugar |  eggs | spinkling feta,oliv oil red onion fine chop red chilli clove garlic chop coriand cherri tomato caster sugar egg spinkl feta
Smoky Lentil Chili with Squash,Vegetarian,"['1 tbls Olive Oil', '1 Onion', '1 chopped Leek', '3 cloves Garlic', '4 tsp ground Cumin', '2 tsp ground Coriander', '1 tsp Smoked Paprika', '1/2 tsp Cinnamon', '1 tsp Chili Powder', '1 tsp Cocoa', '1/2 tsp Dried Oregano', '1 can Diced Tomatoes', '3 cups Water', '3 chopped Carrots', '1 1/2 cups Brown Lentils', '1 tsp Sea Salt', '1 Small Squash', '1 Cup Cashews', '1 tsp Apple Cider Vinegar']",1 tbls Olive Oil | 1 Onion | 1 chopped Leek | 3 cloves Garlic | 4 tsp ground Cumin | 2 tsp ground Coriander | 1 tsp Smoked Paprika | 1/2 tsp Cinnamon | 1 tsp Chili Powder | 1 tsp Cocoa | 1/2 tsp Dried Oregano | 1 can Diced Tomatoes | 3 cups Water | 3 chopped Carrots | 1 1/2 cups Brown Lentils | 1 tsp Sea Salt | 1 Small Squash | 1 Cup Cashews | 1 tsp Apple Cider Vinegar,Non-Meat, tbls olive oil |  onion |  leek |  cloves garlic |  ground cumin |  ground coriander |  smoked paprika |  cinnamon |  chili powder |  cocoa |  dried oregano |  can diced tomatoes |  water |  carrots |   brown lentils |  sea salt |  small squash |  cashews |  apple cider vinegar,tbl oliv oil onion leek clove garlic ground cumin ground coriand smoke paprika cinnamon chili powder cocoa dri oregano dice tomato water carrot brown lentil sea salt small squash cashew appl cider vinegar
Spanish Tortilla,Vegetarian,"['1 sliced Onion', '4 tbsp Olive Oil', '25g Butter', '400g Potatoes', '6 cloves Garlic', '8 Eggs', 'Handful Parsley', '1 Baguette', '4 Vine Tomatoes', 'drizzle Olive Oil']",1 sliced Onion | 4 tbsp Olive Oil | 25g Butter | 400g Potatoes | 6 cloves Garlic | 8 Eggs | Handful Parsley | 1 Baguette | 4 Vine Tomatoes | drizzle Olive Oil,Non-Meat, sliced onion |  olive oil |  butter |  potatoes |  cloves garlic |  eggs | handful parsley |  baguette |  vine tomatoes | drizzle olive oil,slice onion oliv oil butter potato clove garlic egg hand parsley baguett vine tomato drizzl oliv oil
Spicy Arrabiata Penne,Vegetarian,"['1 pound penne rigate', '1/4 cup olive oil', '3 cloves garlic', '1 tin chopped tomatoes', '1/2 teaspoon red chilli flakes', '1/2 teaspoon italian seasoning', '6 leaves basil', 'sprinkling Parmigiano-Reggiano']",1 pound penne rigate | 1/4 cup olive oil | 3 cloves garlic | 1 tin chopped tomatoes | 1/2 teaspoon red chilli flakes | 1/2 teaspoon italian seasoning | 6 leaves basil | sprinkling Parmigiano-Reggiano,Non-Meat, penne rigate |  olive oil |  cloves garlic |  tin chopped tomatoes |  red chilli flakes |  italian seasoning |  leaves basil | sprinkling parmigiano-reggiano,penn rigat oliv oil clove garlic tin chop tomato red chilli flake italian season leav basil sprinkl parmigiano reggiano
Spicy North African Potato Salad,Vegetarian,"['650g/1lb 8 oz Small Potatoes', '1 tsp Harissa Spice', '2 tsp olive oil', 'juice of half Lemon', '4 Spring onions', '150g/6oz Rocket', '80g/3oz Feta', '20 chopped Mint', '2 tablespoons Pine nuts', 'Pinch Salt', 'Pinch Pepper']",650g/1lb 8 oz Small Potatoes | 1 tsp Harissa Spice | 2 tsp olive oil | juice of half Lemon | 4 Spring onions | 150g/6oz Rocket | 80g/3oz Feta | 20 chopped Mint | 2 tablespoons Pine nuts | Pinch Salt | Pinch Pepper,Non-Meat,/  small potatoes |  harissa spice |  olive oil | juice of half lemon |  spring onions | / rocket | / feta |  mint |  pine nuts | pinch salt | pinch pepper,small potato harissa spice oliv oil juic half lemon spring onion rocket feta mint pine nut pinch salt pinch pepper
Spinach & Ricotta Cannelloni,Vegetarian,"['3 tbsp Olive Oil', '8 cloves chopped Garlic', '3 tbsp Caster Sugar', '2 tblsp Red Wine Vinegar', '3 400g Cans Chopped Tomatoes', 'Bunch Basil Leaves', '2 tubs Mascarpone', '3 tbsp Milk', '85g Parmesan', '2 sliced Mozzarella', '1kg Spinach', '100g Parmesan', '3 tubs Ricotta', 'pinch Nutmeg', '400g Cannellini Beans']",3 tbsp Olive Oil | 8 cloves chopped Garlic | 3 tbsp Caster Sugar | 2 tblsp Red Wine Vinegar | 3 400g Cans Chopped Tomatoes | Bunch Basil Leaves | 2 tubs Mascarpone | 3 tbsp Milk | 85g Parmesan | 2 sliced Mozzarella | 1kg Spinach | 100g Parmesan | 3 tubs Ricotta | pinch Nutmeg | 400g Cannellini Beans,Non-Meat, olive oil |  cloves chopped garlic |  caster sugar |  red wine vinegar |   cans chopped tomatoes | bunch basil leaves |  tubs mascarpone |  milk |  parmesan |  sliced mozzarella |  spinach |  parmesan |  tubs ricotta | pinch nutmeg |  cannellini beans,oliv oil clove chop garlic caster sugar red wine vinegar can chop tomato bunch basil leav tub mascarpon milk parmesan slice mozzarella spinach parmesan tub ricotta pinch nutmeg cannellini bean
Squash linguine,Vegetarian,"['350g Butternut Squash', '3 parts Garlic', '3 tbs Olive Oil', '350g Linguine Pasta', 'Small bunch Sage']",350g Butternut Squash | 3 parts Garlic | 3 tbs Olive Oil | 350g Linguine Pasta | Small bunch Sage,Non-Meat, butternut squash |  parts garlic |  olive oil |  linguine pasta | small bunch sage,butternut squash part garlic oliv oil linguin pasta small bunch sage
"Stovetop Eggplant With Harissa, Chickpeas, and Cumin Yogurt",Vegetarian,"['4 tablespoons Olive Oil', '6 small Egg Plants', '½ tablespoon Harissa', '1 can Chickpeas', '2 cups halved Cherry Tomatoes', '1 1/2 cups Greek yogurt', '1 tablespoon Ground cumin', '½ cup Parsley']",4 tablespoons Olive Oil | 6 small Egg Plants | ½ tablespoon Harissa | 1 can Chickpeas | 2 cups halved Cherry Tomatoes | 1 1/2 cups Greek yogurt | 1 tablespoon Ground cumin | ½ cup Parsley,Non-Meat, olive oil |  small egg plants |  harissa |  can chickpeas |  halved cherry tomatoes |   greek yogurt |  ground cumin |  parsley,oliv oil small egg plant harissa chickpea halv cherri tomato greek yogurt ground cumin parsley
Stuffed Bell Peppers with Quinoa and Black Beans,Vegetarian,"['4 whole Green Pepper', '1 tablespoon Olive Oil', '1 small finely diced Onion', '2 cloves minced Garlic', '1 cups Quinoa', '1 can Black Beans', '1 cup Sweetcorn', '1 can Diced Tomatoes', '1 teaspoon Cumin', '½ tsp Chili Powder', '½ tsp Smoked Paprika', 'To taste Salt', 'To taste Pepper', '1 1/2 cup Shredded Mexican Cheese', 'Chopped Cilantro']",4 whole Green Pepper | 1 tablespoon Olive Oil | 1 small finely diced Onion | 2 cloves minced Garlic | 1 cups Quinoa | 1 can Black Beans | 1 cup Sweetcorn | 1 can Diced Tomatoes | 1 teaspoon Cumin | ½ tsp Chili Powder | ½ tsp Smoked Paprika | To taste Salt | To taste Pepper | 1 1/2 cup Shredded Mexican Cheese | Chopped Cilantro,Non-Meat, whole green pepper |  olive oil |  small finely diced onion |  cloves minced garlic |  quinoa |  can black beans |  sweetcorn |  can diced tomatoes |  cumin |  chili powder |  smoked paprika | to taste salt | to taste pepper |   shredded mexican cheese | chopped cilantro,whole green pepper oliv oil small fine dice onion clove minc garlic quinoa black bean sweetcorn dice tomato cumin chili powder smoke paprika tast salt tast pepper shred mexican chees chop cilantro
Summer Pistou,Vegetarian,"['1 tbs Rapeseed Oil', '2 finely chopped Leek', '1 large Courgettes', '1L Vegetable Stock', '400g Cannellini Beans', '200g Green Beans', '3 chopped Tomatoes', '3 chopped Garlic Clove', 'Small pack Basil', '40g Parmesan']",1 tbs Rapeseed Oil | 2 finely chopped Leek | 1 large Courgettes | 1L Vegetable Stock | 400g Cannellini Beans | 200g Green Beans | 3 chopped Tomatoes | 3 chopped Garlic Clove | Small pack Basil | 40g Parmesan,Non-Meat, rapeseed oil |  finely chopped leek |  large courgettes | 1l vegetable stock |  cannellini beans |  green beans |  tomatoes |  garlic clove | small pack basil |  parmesan,rapese oil fine chop leek larg courgett 1l veget stock cannellini bean green bean tomato garlic clove small pack basil parmesan
Tahini Lentils,Vegetarian,"['50g Tahini', 'zest and juice of 1 Lemon', '2 tblsp Olive Oil', '1 chopped Red Onions', '1 clove peeled crushed Garlic', '1 thinly sliced Yellow Pepper', '200g Green Beans', '1 sliced Courgettes', '100g shredded Kale', '250g pack Lentils']",50g Tahini | zest and juice of 1 Lemon | 2 tblsp Olive Oil | 1 chopped Red Onions | 1 clove peeled crushed Garlic | 1 thinly sliced Yellow Pepper | 200g Green Beans | 1 sliced Courgettes | 100g shredded Kale | 250g pack Lentils,Non-Meat, tahini | zest and juice of  lemon |  olive oil |  red onions |  clove peeled crushed garlic |  thinly sliced yellow pepper |  green beans |  sliced courgettes |  shredded kale |  pack lentils,tahini zest juic lemon oliv oil red onion clove peel crush garlic thinli slice yellow pepper green bean slice courgett shred kale pack lentil
Tamiya,Vegetarian,"['3 cups Broad Beans', '6 Spring Onions', '4 Garlic Clove', '1/4 cup Parsley', '2 tsp Cumin', '1 tsp Baking Powder', '1/2 tsp Cayenne Pepper', 'Spinkling Flour', 'As required Vegetable Oil']",3 cups Broad Beans | 6 Spring Onions | 4 Garlic Clove | 1/4 cup Parsley | 2 tsp Cumin | 1 tsp Baking Powder | 1/2 tsp Cayenne Pepper | Spinkling Flour | As required Vegetable Oil,Non-Meat, broad beans |  spring onions |  garlic clove |  parsley |  cumin |  baking powder |  cayenne pepper | spinkling flour | as required vegetable oil,broad bean spring onion garlic clove parsley cumin bake powder cayenn pepper spinkl flour requir veget oil
Tortang Talong,Vegetarian,"['4 Egg Plants', '2 Eggs', '1 tsp Salt', '4 tsp Olive Oil']",4 Egg Plants | 2 Eggs | 1 tsp Salt | 4 tsp Olive Oil,Non-Meat, egg plants |  eggs |  salt |  olive oil,egg plant egg salt oliv oil
Vegetarian Casserole,Vegetarian,"['1 Rapeseed Oil', '1 Onion', '3 cloves Garlic', '1 tsp Paprika', '½ tsp Cumin', '1 tblsp Thyme', '3 Medium Carrots', '2 small stalks Celery', '1 Red Pepper', '1 Yellow Pepper', '2 x 400g tins Tomato', '250ml Vegetable Stock Cube', '2 sliced Courgettes', '2 sprigs Thyme', '250g Lentils']",1 Rapeseed Oil | 1 Onion | 3 cloves Garlic | 1 tsp Paprika | ½ tsp Cumin | 1 tblsp Thyme | 3 Medium Carrots | 2 small stalks Celery | 1 Red Pepper | 1 Yellow Pepper | 2 x 400g tins Tomato | 250ml Vegetable Stock Cube | 2 sliced Courgettes | 2 sprigs Thyme | 250g Lentils,Non-Meat, rapeseed oil |  onion |  cloves garlic |  paprika |  cumin |  thyme |  medium carrots |  small stalks celery |  red pepper |  yellow pepper |  x  tins tomato |  vegetable stock cube |  sliced courgettes |  sprigs thyme |  lentils,rapese oil onion clove garlic paprika cumin thyme medium carrot small stalk celeri red pepper yellow pepper x tin tomato veget stock cube slice courgett sprig thyme lentil
Vegetarian Chilli,Vegetarian,"['400g Roasted Vegetables', '1 can Kidney Beans', '1 can Chopped Tomatoes', '1 Packet Mixed Grain']",400g Roasted Vegetables | 1 can Kidney Beans | 1 can Chopped Tomatoes | 1 Packet Mixed Grain,Non-Meat, roasted vegetables |  can kidney beans |  can chopped tomatoes |  packet mixed grain,roast veget kidney bean chop tomato packet mix grain
Yaki Udon,Vegetarian,"['250g Udon Noodles', '2 tbs Sesame Seed Oil', '1 sliced Onion', '0.25 Cabbage', '10 Shiitake Mushrooms', '4 Spring Onions', '4 tbsp Mirin', '2 tbs Soy Sauce', '1 tblsp Caster Sugar', '1 tblsp Worcestershire Sauce']",250g Udon Noodles | 2 tbs Sesame Seed Oil | 1 sliced Onion | 0.25 Cabbage | 10 Shiitake Mushrooms | 4 Spring Onions | 4 tbsp Mirin | 2 tbs Soy Sauce | 1 tblsp Caster Sugar | 1 tblsp Worcestershire Sauce,Non-Meat, udon noodles |  sesame seed oil |  sliced onion | . cabbage |  shiitake mushrooms |  spring onions |  mirin |  soy sauce |  caster sugar |  worcestershire sauce,udon noodl sesam seed oil slice onion cabbag shiitak mushroom spring onion mirin soy sauc caster sugar worcestershir sauc
Bread omelette,Breakfast,"['2 Bread', '2 Egg', '0.5 Salt']",2 Bread | 2 Egg | 0.5 Salt,Non-Meat, bread |  egg | . salt,bread egg salt
